category,level,outcome,outcome_level,n
CC142,1,DD13,2984,5
CC142,1,DD13,4840,5
CC142,1,DD13,3746,5
CC142,1,DD13,2338,5
CC142,1,DD13,1960,5
CC142,1,DD13,3330,5
CC142,1,DD13,3528,5
CC142,1,DD13,0,5
CC142,1,DD13,3860,5
CC142,1,DD13,2845,5
CC142,1,DD13,3670,5
CC142,1,DD13,3140,5
CC142,1,DD13,2720,5
CC142,1,DD13,2680,5
CC142,1,DD13,3600,5
CC142,1,DD13,3790,5
CC142,1,DD13,3734,5
CC142,1,DD13,3350,5
CC142,1,DD13,3345,5
CC142,1,DD13,3400,5
CC142,1,DD13,3910,5
CC142,1,DD13,3630,5
CC142,1,DD13,3756,5
CC142,1,DD13,1340,5
CC142,1,DD13,3460,5
CC142,1,DD13,4360,5
CC142,1,DD13,4390,5
CC142,1,DD13,3360,5
CC142,1,DD13,4210,5
CC142,1,DD13,5030,5
CC142,1,DD13,3200,5
CC142,1,DD13,3680,5
CC142,1,DD13,3320,5
CC142,1,DD13,3690,5
CC142,1,DD13,3160,5
CC142,1,DD13,4270,5
CC142,1,DD13,3510,5
CC142,1,DD13,3750,5
CC142,1,DD13,3000,5
CC142,1,DD13,3715,5
CC142,1,DD13,3440,5
CC142,1,DD13,3540,5
CC142,1,DD13,3390,5
CC142,1,DD13,2954,5
CC142,1,DD13,2514,5
CC142,1,DD13,2840,5
CC142,1,DD13,3520,5
CC142,1,DD13,3890,5
CC142,1,DD13,3570,5
CC142,1,DD13,3958,5
CC142,1,DD13,3280,5
CC142,1,DD13,2060,5
CC142,1,DD13,3900,5
CC142,1,DD13,3675,5
CC142,1,DD13,3040,5
CC142,1,DD13,3610,5
CC142,1,DD13,2780,5
CC142,1,DD13,2880,5
CC142,1,DD13,3590,5
CC142,1,DD13,4004,5
CC142,1,DD13,3060,5
CC142,1,DD13,2610,5
CC142,1,DD13,3240,5
CC142,1,DD13,3580,5
CC142,1,DD13,3370,5
CC142,1,DD13,3710,5
CC142,1,DD13,3470,5
CC142,1,DD13,3770,5
CC142,1,DD13,4530,5
